"","District","Income Streams","Cohort","Year","Amount"
"266","Control Rubanda...","Annual Agric Value","2021","36 months","344.26"
"267","Control Rubanda...","Livestock Income","2021","36 months","9.11"
"268","Control Rubanda...","Livestock Income/ Production","2021","36 months","9.86"
"269","Control Rubanda...","Livestock Value","2021","36 months","111.37"
"270","Control Rubanda...","PPI","2021","36 months","24.4"
"271","Control Kanungu...","Salaried  Employment","2018","48 months","36.270000000000003"
"272","Control Kanungu...","Self-Income / Business","2018","48 months","47.06"
"273","Control Kanungu...","Casual Labour Income","2018","48 months","114.78"
"274","Control Kanungu...","Remit and Gifts Income","2018","48 months","17.38"
"275","Control Kanungu...","Rent Income","2018","48 months","3.93"
"276","Control Kanungu...","Perennial Crop Income","2018","48 months","58.24"
"277","Control Kanungu...","Seasonal Crop Income","2018","48 months","79.209999999999994"
"278","Control Kanungu...","Season1 Value","2018","48 months","123.3"
"279","Control Kanungu...","Season2 Value","2018","48 months","68.03"
"280","Control Kanungu...","Perennial Value","2018","48 months","149.52000000000001"
"281","Control Kanungu...","Annual Agric Value","2018","48 months","340.85"
"282","Control Kanungu...","Livestock Income","2018","48 months","27.55"
"283","Control Kanungu...","Livestock Income/ Production","2018","48 months","30.89"
"284","Control Kanungu...","Livestock Value","2018","48 months","212.66"
"285","Control Kanungu...","PPI","2018","48 months","29.73"
"286","Control Mitooma...","Salaried  Employment","2020","48 months","41.494820089999997"
"287","Control Mitooma...","Self-Income / Business","2020","48 months","66.485506060000006"
"288","Control Mitooma...","Casual Labour Income","2020","48 months","103.28703552"
"289","Control Mitooma...","Remit and Gifts Income","2020","48 months","35.204412560000002"
"290","Control Mitooma...","Rent Income","2020","48 months","4.6602830199999996"
"291","Control Mitooma...","Perennial Crop Income","2020","48 months","86.615183500000001"
"292","Control Mitooma...","Seasonal Crop Income","2020","48 months","40.892284060000001"
"293","Control Mitooma...","Season1 Value","2020","48 months","95.435210299999994"
"294","Control Mitooma...","Season2 Value","2020","48 months","76.725669139999994"
"295","Control Mitooma...","Perennial Value","2020","48 months","211.67878035000001"
"296","Control Mitooma...","Annual Agric Value","2020","48 months","383.83965978999998"
"297","Control Mitooma...","Livestock Income","2020","48 months","17.857741099999998"
"298","Control Mitooma...","Livestock Income/ Production","2020","48 months","22.048140140000001"
"299","Control Mitooma...","Livestock Value","2020","48 months","114.02660218"
"300","Control Mitooma...","PPI","2020","48 months","24.157696969700002"
"301","Control Kanungu...","Salaried  Employment","2018","60 months","23.905795999999999"
"302","Control Kanungu...","Self-Income / Business","2018","60 months","82.427847"
"303","Control Kanungu...","Casual Labour Income","2018","60 months","69.672780000000003"
"304","Control Kanungu...","Remit and Gifts Income","2018","60 months","37.394595000000002"
"305","Control Kanungu...","Rent Income","2018","60 months","8.579853"
"306","Control Kanungu...","Perennial Crop Income","2018","60 months","89.616550000000004"
"307","Control Kanungu...","Seasonal Crop Income","2018","60 months","81.824288999999993"
"308","Control Kanungu...","Season1 Value","2018","60 months","173.10626400000001"
"309","Control Kanungu...","Season2 Value","2018","60 months","95.105384000000001"
"310","Control Kanungu...","Perennial Value","2018","60 months","170.935802"
"311","Control Kanungu...","Annual Agric Value","2018","60 months","439.14744999999999"
"312","Control Kanungu...","Livestock Income","2018","60 months","28.035609999999998"
"313","Control Kanungu...","Livestock Income/ Production","2018","60 months","30.466623999999999"
"314","Control Kanungu...","Livestock Value","2018","60 months","241.17259000000001"
"315","Control Kanungu...","PPI","2018","60 months","27.645143999999998"
"316","Control Kanungu...","Salaried  Employment","2018","72 months","25.27"
"317","Control Kanungu...","Self-Income / Business","2018","72 months","52.54"
"318","Control Kanungu...","Casual Labour Income","2018","72 months","108.19"
"319","Control Kanungu...","Remit and Gifts Income","2018","72 months","29.05"
"320","Control Kanungu...","Rent Income","2018","72 months","3.63"
"321","Control Kanungu...","Perennial Crop Income","2018","72 months","95.52"
"322","Control Kanungu...","Seasonal Crop Income","2018","72 months","93.47"
"323","Control Kanungu...","Season1 Value","2018","72 months","189.35"
"324","Control Kanungu...","Season2 Value","2018","72 months","105.45"
"325","Control Kanungu...","Perennial Value","2018","72 months","183.72"
"326","Control Kanungu...","Annual Agric Value","2018","72 months","478.51"
"327","Control Kanungu...","Livestock Income","2018","72 months","13.81"
"328","Control Kanungu...","Livestock Income/ Production","2018","72 months","15.74"
"329","Control Kanungu...","Livestock Value","2018","72 months","236.56"
"330","Control Kanungu...","PPI","2018","72 months","26.68"
