"","District","Income Streams","Cohort","Year","Amount"
"1335","Kisoro...","PPI","2019","Year 4","18.61"
"1336","Kanu...","Salaried Employment","2019","Year 4","34.090000000000003"
"1337","Kanu...","Self-Income / Business","2019","Year 4","100.99"
"1338","Kanu...","Casual Labour Income","2019","Year 4","74.069999999999993"
"1339","Kanu...","Remit and Gifts Income","2019","Year 4","33.04"
"1340","Kanu...","Rent Income","2019","Year 4","6.42"
"1341","Kanu...","Perennial Crop Income","2019","Year 4","187.54"
"1342","Kanu...","Seasonal Crop Income","2019","Year 4","237.96"
"1343","Kanu...","Season1 Value","2019","Year 4","297.82"
"1344","Kanu...","Season2 Value","2019","Year 4","223.39"
"1345","Kanu...","Perennial Value","2019","Year 4","271.92"
"1346","Kanu...","Annual Agric Value","2019","Year 4","793.13"
"1347","Kanu...","Livestock Income","2019","Year 4","29.29"
"1348","Kanu...","Livestock Income/ Production","2019","Year 4","32.53"
"1349","Kanu...","Livestock Value","2019","Year 4","288.74"
"1350","Kanu...","PPI","2019","Year 4","18.350000000000001"
"1351","Ruk...","Salaried Employment","2019","Year 4","55.81"
"1352","Ruk...","Self-Income / Business","2019","Year 4","90.62"
"1353","Ruk...","Casual Labour Income","2019","Year 4","84.82"
"1354","Ruk...","Remit and Gifts Income","2019","Year 4","28.09"
"1355","Ruk...","Rent Income","2019","Year 4","6.74"
"1356","Ruk...","Perennial Crop Income","2019","Year 4","214.16"
"1357","Ruk...","Seasonal Crop Income","2019","Year 4","249.89"
"1358","Ruk...","Season1 Value","2019","Year 4","291.23"
"1359","Ruk...","Season2 Value","2019","Year 4","229.46"
"1360","Ruk...","Perennial Value","2019","Year 4","396.39"
"1361","Ruk...","Annual Agric Value","2019","Year 4","917.08"
"1362","Ruk...","Livestock Income","2019","Year 4","37.31"
"1363","Ruk...","Livestock Income/ Production","2019","Year 4","43.78"
"1364","Ruk...","Livestock Value","2019","Year 4","507.54"
"1365","Ruk...","PPI","2019","Year 4","19.260000000000002"
"1366","Kisoro...","Salaried Employment","2020","Year 4","28.188714999999998"
"1367","Kisoro...","Self-Income / Business","2020","Year 4","98.518255100000005"
"1368","Kisoro...","Casual Labour Income","2020","Year 4","71.589284000000006"
"1369","Kisoro...","Remit and Gifts Income","2020","Year 4","33.837126599999998"
"1370","Kisoro...","Rent Income","2020","Year 4","2.5960171000000001"
"1371","Kisoro...","Perennial Crop Income","2020","Year 4","185.9320768"
"1372","Kisoro...","Seasonal Crop Income","2020","Year 4","343.06069230000003"
"1373","Kisoro...","Season1 Value","2020","Year 4","349.08902319999999"
"1374","Kisoro...","Season2 Value","2020","Year 4","335.33428170000002"
"1375","Kisoro...","Perennial Value","2020","Year 4","305.05689899999999"
"1376","Kisoro...","Annual Agric Value","2020","Year 4","989.48020389999999"
"1377","Kisoro...","Livestock Income","2020","Year 4","30.5014225"
"1378","Kisoro...","Livestock Income/ Production","2020","Year 4","44.397344699999998"
"1379","Kisoro...","Livestock Value","2020","Year 4","248.93077289999999"
"1380","Kisoro...","PPI","2020","Year 4","19.406140400000002"
"1381","Kanu...","Salaried Employment","2020","Year 4","83.870588999999995"
"1382","Kanu...","Self-Income / Business","2020","Year 4","93.853583"
"1383","Kanu...","Casual Labour Income","2020","Year 4","83.902027000000004"
"1384","Kanu...","Remit and Gifts Income","2020","Year 4","35.257249000000002"
"1385","Kanu...","Rent Income","2020","Year 4","9.4969999999999999"
"1386","Kanu...","Perennial Crop Income","2020","Year 4","275.95267899999999"
"1387","Kanu...","Seasonal Crop Income","2020","Year 4","247.97608199999999"
"1388","Kanu...","Season1 Value","2020","Year 4","314.94618100000002"
"1389","Kanu...","Season2 Value","2020","Year 4","251.17109099999999"
"1390","Kanu...","Perennial Value","2020","Year 4","396.94329499999998"
"1391","Kanu...","Annual Agric Value","2020","Year 4","963.06056599999999"
"1392","Kanu...","Livestock Income","2020","Year 4","37.184803000000002"
"1393","Kanu...","Livestock Income/ Production","2020","Year 4","49.267291999999998"
"1394","Kanu...","Livestock Value","2020","Year 4","255.59801999999999"
"1395","Kanu...","PPI","2020","Year 4","18.783159999999999"
"1396","Ruk...","Salaried Employment","2020","Year 4","53.770553999999997"
"1397","Ruk...","Self-Income / Business","2020","Year 4","72.995232999999999"
"1398","Ruk...","Casual Labour Income","2020","Year 4","78.280097999999995"
"1399","Ruk...","Remit and Gifts Income","2020","Year 4","49.956530000000001"
"1400","Ruk...","Rent Income","2020","Year 4","11.016610999999999"
"1401","Ruk...","Perennial Crop Income","2020","Year 4","270.11587800000001"
"1402","Ruk...","Seasonal Crop Income","2020","Year 4","283.83338600000002"
"1403","Ruk...","Season1 Value","2020","Year 4","301.16899799999999"
"1404","Ruk...","Season2 Value","2020","Year 4","275.06801899999999"
"1405","Ruk...","Perennial Value","2020","Year 4","416.02721600000001"
"1406","Ruk...","Annual Agric Value","2020","Year 4","992.26423299999999"
"1407","Ruk...","Livestock Income","2020","Year 4","32.595267"
"1408","Ruk...","Livestock Income/ Production","2020","Year 4","51.978831999999997"
"1409","Ruk...","Livestock Value","2020","Year 4","224.40349399999999"
"1410","Ruk...","PPI","2020","Year 4","17.413830999999998"
"1411","Mitooma...","Salaried Employment","2020","Year 4","57.124324000000001"
"1412","Mitooma...","Self-Income / Business","2020","Year 4","100.042523"
"1413","Mitooma...","Casual Labour Income","2020","Year 4","62.480721000000003"
"1414","Mitooma...","Remit and Gifts Income","2020","Year 4","24.225946"
"1415","Mitooma...","Rent Income","2020","Year 4","6.0958560000000004"
"1416","Mitooma...","Perennial Crop Income","2020","Year 4","336.04201799999998"
"1417","Mitooma...","Seasonal Crop Income","2020","Year 4","95.547134999999997"
"1418","Mitooma...","Season1 Value","2020","Year 4","264.45909899999998"
"1419","Mitooma...","Season2 Value","2020","Year 4","258.864036"
"1420","Mitooma...","Perennial Value","2020","Year 4","441.82706300000001"
"1421","Mitooma...","Annual Agric Value","2020","Year 4","965.15019800000005"
"1422","Mitooma...","Livestock Income","2020","Year 4","37.667206999999998"
"1423","Mitooma...","Livestock Income/ Production","2020","Year 4","53.640219000000002"
"1424","Mitooma...","Livestock Value","2020","Year 4","227.36756800000001"
"1425","Mitooma...","PPI","2020","Year 4","17.715199999999999"
"1426","Kagadi...","Salaried Employment","2020","Year 4","16.10412256"
"1427","Kagadi...","Self-Income / Business","2020","Year 4","117.1129655"
"1428","Kagadi...","Casual Labour Income","2020","Year 4","71.849545399999997"
"1429","Kagadi...","Remit and Gifts Income","2020","Year 4","15.45273384"
"1430","Kagadi...","Rent Income","2020","Year 4","15.518744549999999"
"1431","Kagadi...","Perennial Crop Income","2020","Year 4","166.19242745"
"1432","Kagadi...","Seasonal Crop Income","2020","Year 4","414.65241623999998"
"1433","Kagadi...","Season1 Value","2020","Year 4","376.32911944"
"1434","Kagadi...","Season2 Value","2020","Year 4","312.21755510999998"
"1435","Kagadi...","Perennial Value","2020","Year 4","263.95889899000002"
"1436","Kagadi...","Annual Agric Value","2020","Year 4","952.50557355000001"
"1437","Kagadi...","Livestock Income","2020","Year 4","22.701457220000002"
"1438","Kagadi...","Livestock Income/ Production","2020","Year 4","32.989164279999997"
"1439","Kagadi...","Livestock Value","2020","Year 4","117.83161041"
"1440","Kagadi...","PPI","2020","Year 4","18.775576040000001"
"1441","Kisoro...","Salaried Employment","2018","Year 5","59.27"
"1442","Kisoro...","Self-Income / Business","2018","Year 5","110.55"
"1443","Kisoro...","Casual Labour Income","2018","Year 5","83.9"
"1444","Kisoro...","Remit and Gifts Income","2018","Year 5","34.22"
"1445","Kisoro...","Rent Income","2018","Year 5","9.49"
"1446","Kisoro...","Perennial Crop Income","2018","Year 5","129.13999999999999"
"1447","Kisoro...","Seasonal Crop Income","2018","Year 5","262.02999999999997"
"1448","Kisoro...","Season1 Value","2018","Year 5","291.52"
"1449","Kisoro...","Season2 Value","2018","Year 5","252.55"
"1450","Kisoro...","Perennial Value","2018","Year 5","231.29"
"1451","Kisoro...","Annual Agric Value","2018","Year 5","775.35"
"1452","Kisoro...","Livestock Income","2018","Year 5","51.13"
"1453","Kisoro...","Livestock Income/ Production","2018","Year 5","56.09"
"1454","Kisoro...","Livestock Value","2018","Year 5","236.51"
"1455","Kisoro...","PPI","2018","Year 5","19.79"
"1456","Kanungu...","Salaried Employment","2018","Year 5","71.2"
"1457","Kanungu...","Self-Income / Business","2018","Year 5","93.11"
"1458","Kanungu...","Casual Labour Income","2018","Year 5","88.62"
"1459","Kanungu...","Remit and Gifts Income","2018","Year 5","25.78"
"1460","Kanungu...","Rent Income","2018","Year 5","10.62"
"1461","Kanungu...","Perennial Crop Income","2018","Year 5","212.96"
"1462","Kanungu...","Seasonal Crop Income","2018","Year 5","231.83"
"1463","Kanungu...","Season1 Value","2018","Year 5","251.09"
"1464","Kanungu...","Season2 Value","2018","Year 5","203.44"
"1465","Kanungu...","Perennial Value","2018","Year 5","332.1"
"1466","Kanungu...","Annual Agric Value","2018","Year 5","786.63"
"1467","Kanungu...","Livestock Income","2018","Year 5","42.05"
"1468","Kanungu...","Livestock Income/ Production","2018","Year 5","50.28"
"1469","Kanungu...","Livestock Value","2018","Year 5","338.67"
"1470","Kanungu...","PPI","2018","Year 5","19.8"
"1471","Kisoro...","Salaried Employment","2019","Year 5","22.05"
"1472","Kisoro...","Self-Income / Business","2019","Year 5","70.540000000000006"
"1473","Kisoro...","Casual Labour Income","2019","Year 5","65.02"
"1474","Kisoro...","Remit and Gifts Income","2019","Year 5","23.15"
"1475","Kisoro...","Rent Income","2019","Year 5","3.17"
"1476","Kisoro...","Perennial Crop Income","2019","Year 5","132.16999999999999"
"1477","Kisoro...","Seasonal Crop Income","2019","Year 5","566.76"
"1478","Kisoro...","Season1 Value","2019","Year 5","496.13"
"1479","Kisoro...","Season2 Value","2019","Year 5","356.55"
"1480","Kisoro...","Perennial Value","2019","Year 5","261.19"
"1481","Kisoro...","Annual Agric Value","2019","Year 5","1113.8699999999999"
"1482","Kisoro...","Livestock Income","2019","Year 5","40.58"
"1483","Kisoro...","Livestock Income/ Production","2019","Year 5","42.52"
"1484","Kisoro...","Livestock Value","2019","Year 5","301.87"
"1485","Kisoro...","PPI","2019","Year 5","17.18"
"1486","Kanu...","Salaried Employment","2019","Year 5","32.119999999999997"
"1487","Kanu...","Self-Income / Business","2019","Year 5","106.98"
"1488","Kanu...","Casual Labour Income","2019","Year 5","71.89"
"1489","Kanu...","Remit and Gifts Income","2019","Year 5","44.29"
"1490","Kanu...","Rent Income","2019","Year 5","5.82"
"1491","Kanu...","Perennial Crop Income","2019","Year 5","234.12"
"1492","Kanu...","Seasonal Crop Income","2019","Year 5","275.36"
"1493","Kanu...","Season1 Value","2019","Year 5","359.03"
"1494","Kanu...","Season2 Value","2019","Year 5","250"
"1495","Kanu...","Perennial Value","2019","Year 5","342.01"
"1496","Kanu...","Annual Agric Value","2019","Year 5","951.03"
"1497","Kanu...","Livestock Income","2019","Year 5","43.56"
"1498","Kanu...","Livestock Income/ Production","2019","Year 5","51.03"
"1499","Kanu...","Livestock Value","2019","Year 5","304.27"
"1500","Kanu...","PPI","2019","Year 5","17.82"
"1501","Ruk...","Salaried Employment","2019","Year 5","58.8"
"1502","Ruk...","Self-Income / Business","2019","Year 5","100"
"1503","Ruk...","Casual Labour Income","2019","Year 5","62.81"
"1504","Ruk...","Remit and Gifts Income","2019","Year 5","25.89"
"1505","Ruk...","Rent Income","2019","Year 5","6.17"
"1506","Ruk...","Perennial Crop Income","2019","Year 5","242.18"
"1507","Ruk...","Seasonal Crop Income","2019","Year 5","302.12"
"1508","Ruk...","Season1 Value","2019","Year 5","354.25"
"1509","Ruk...","Season2 Value","2019","Year 5","240.83"
"1510","Ruk...","Perennial Value","2019","Year 5","415.11"
"1511","Ruk...","Annual Agric Value","2019","Year 5","1010.2"
"1512","Ruk...","Livestock Income","2019","Year 5","54.76"
"1513","Ruk...","Livestock Income/ Production","2019","Year 5","62.68"
"1514","Ruk...","Livestock Value","2019","Year 5","521.80999999999995"
"1515","Ruk...","PPI","2019","Year 5","17.52"
"1516","Kisoro...","Salaried Employment","2018","Year 6",NA
"1517","Kisoro...","Self-Income / Business","2018","Year 6",NA
"1518","Kisoro...","Casual Labour Income","2018","Year 6",NA
"1519","Kisoro...","Remit and Gifts Income","2018","Year 6",NA
"1520","Kisoro...","Rent Income","2018","Year 6",NA
"1521","Kisoro...","Perennial Crop Income","2018","Year 6",NA
"1522","Kisoro...","Seasonal Crop Income","2018","Year 6",NA
"1523","Kisoro...","Season1 Value","2018","Year 6",NA
"1524","Kisoro...","Season2 Value","2018","Year 6",NA
"1525","Kisoro...","Perennial Value","2018","Year 6",NA
"1526","Kisoro...","Annual Agric Value","2018","Year 6",NA
"1527","Kisoro...","Livestock Income","2018","Year 6",NA
"1528","Kisoro...","Livestock Income/ Production","2018","Year 6",NA
"1529","Kisoro...","Livestock Value","2018","Year 6",NA
"1530","Kisoro...","PPI","2018","Year 6",NA
"1531","Kanungu...","Salaried Employment","2018","Year 6",NA
"1532","Kanungu...","Self-Income / Business","2018","Year 6",NA
"1533","Kanungu...","Casual Labour Income","2018","Year 6",NA
"1534","Kanungu...","Remit and Gifts Income","2018","Year 6",NA
"1535","Kanungu...","Rent Income","2018","Year 6",NA
"1536","Kanungu...","Perennial Crop Income","2018","Year 6",NA
"1537","Kanungu...","Seasonal Crop Income","2018","Year 6",NA
"1538","Kanungu...","Season1 Value","2018","Year 6",NA
"1539","Kanungu...","Season2 Value","2018","Year 6",NA
"1540","Kanungu...","Perennial Value","2018","Year 6",NA
"1541","Kanungu...","Annual Agric Value","2018","Year 6",NA
"1542","Kanungu...","Livestock Income","2018","Year 6",NA
"1543","Kanungu...","Livestock Income/ Production","2018","Year 6",NA
"1544","Kanungu...","Livestock Value","2018","Year 6",NA
"1545","Kanungu...","PPI","2018","Year 6",NA
