"","District","Income Streams","Cohort","Year","Amount"
"467","Ruk...","Self-Income / Business","2020","Year 1","48.08"
"468","Ruk...","Casual Labour Income","2020","Year 1","173.04"
"469","Ruk...","Remit and Gifts Income","2020","Year 1","14.58"
"470","Ruk...","Rent Income","2020","Year 1","3.62"
"471","Ruk...","Perennial Crop Income","2020","Year 1","64.34"
"472","Ruk...","Seasonal Crop Income","2020","Year 1","101.22"
"473","Ruk...","Season1 Value","2020","Year 1","173.06"
"474","Ruk...","Season2 Value","2020","Year 1","155.55000000000001"
"475","Ruk...","Perennial Value","2020","Year 1","157.49"
"476","Ruk...","Annual Agric Value","2020","Year 1","486.1"
"477","Ruk...","Livestock Income","2020","Year 1","16.2"
"478","Ruk...","Livestock Income/ Production","2020","Year 1","17.23"
"479","Ruk...","Livestock Value","2020","Year 1","210.27"
"480","Ruk...","PPI","2020","Year 1","24.32"
"481","Mitooma...","Salaried Employment","2020","Year 1","39.35"
"482","Mitooma...","Self-Income / Business","2020","Year 1","56.82"
"483","Mitooma...","Casual Labour Income","2020","Year 1","122.59"
"484","Mitooma...","Remit and Gifts Income","2020","Year 1","11.56"
"485","Mitooma...","Rent Income","2020","Year 1","11.34"
"486","Mitooma...","Perennial Crop Income","2020","Year 1","146.47999999999999"
"487","Mitooma...","Seasonal Crop Income","2020","Year 1","30.78"
"488","Mitooma...","Season1 Value","2020","Year 1","99.99"
"489","Mitooma...","Season2 Value","2020","Year 1","60.57"
"490","Mitooma...","Perennial Value","2020","Year 1","356.56"
"491","Mitooma...","Annual Agric Value","2020","Year 1","517.12"
"492","Mitooma...","Livestock Income","2020","Year 1","20.260000000000002"
"493","Mitooma...","Livestock Income/ Production","2020","Year 1","22.73"
"494","Mitooma...","Livestock Value","2020","Year 1","222.42"
"495","Mitooma...","PPI","2020","Year 1","26.04"
"496","Kagadi...","Salaried Employment","2020","Year 1","14.42"
"497","Kagadi...","Self-Income / Business","2020","Year 1","99.98"
"498","Kagadi...","Casual Labour Income","2020","Year 1","64.61"
"499","Kagadi...","Remit and Gifts Income","2020","Year 1","1.77"
"500","Kagadi...","Rent Income","2020","Year 1","5.24"
"501","Kagadi...","Perennial Crop Income","2020","Year 1","67.09"
"502","Kagadi...","Seasonal Crop Income","2020","Year 1","224.07"
"503","Kagadi...","Season1 Value","2020","Year 1","216.48"
"504","Kagadi...","Season2 Value","2020","Year 1","186.2"
"505","Kagadi...","Perennial Value","2020","Year 1","122.73"
"506","Kagadi...","Annual Agric Value","2020","Year 1","525.41"
"507","Kagadi...","Livestock Income","2020","Year 1","19.97"
"508","Kagadi...","Livestock Income/ Production","2020","Year 1","25.5"
"509","Kagadi...","Livestock Value","2020","Year 1","167.89"
"510","Kagadi...","PPI","2020","Year 1","26.45"
"511","Kanu...","Salaried Employment","2021","Year 1","53.27"
"512","Kanu...","Self-Income / Business","2021","Year 1","53.34"
"513","Kanu...","Casual Labour Income","2021","Year 1","71.849999999999994"
"514","Kanu...","Remit and Gifts Income","2021","Year 1","29.66"
"515","Kanu...","Rent Income","2021","Year 1","8.58"
"516","Kanu...","Perennial Crop Income","2021","Year 1","154.16999999999999"
"517","Kanu...","Seasonal Crop Income","2021","Year 1","98.72"
"518","Kanu...","Season1 Value","2021","Year 1","150.96"
"519","Kanu...","Season2 Value","2021","Year 1","117.04"
"520","Kanu...","Perennial Value","2021","Year 1","266.56"
"521","Kanu...","Annual Agric Value","2021","Year 1","534.55999999999995"
"522","Kanu...","Livestock Income","2021","Year 1","24.68"
"523","Kanu...","Livestock Income/ Production","2021","Year 1","30.89"
"524","Kanu...","Livestock Value","2021","Year 1","198.24"
"525","Kanu...","PPI","2021","Year 1","23.19"
"526","Ruk...","Salaried Employment","2021","Year 1","28.5"
"527","Ruk...","Self-Income / Business","2021","Year 1","70.42"
"528","Ruk...","Casual Labour Income","2021","Year 1","96.4"
"529","Ruk...","Remit and Gifts Income","2021","Year 1","36.299999999999997"
"530","Ruk...","Rent Income","2021","Year 1","6.33"
"531","Ruk...","Perennial Crop Income","2021","Year 1","143.1"
"532","Ruk...","Seasonal Crop Income","2021","Year 1","74.25"
"533","Ruk...","Season1 Value","2021","Year 1","104.45"
"534","Ruk...","Season2 Value","2021","Year 1","115.57"
"535","Ruk...","Perennial Value","2021","Year 1","340.35"
"536","Ruk...","Annual Agric Value","2021","Year 1","560.37"
"537","Ruk...","Livestock Income","2021","Year 1","12.23"
"538","Ruk...","Livestock Income/ Production","2021","Year 1","14.63"
"539","Ruk...","Livestock Value","2021","Year 1","191.51"
"540","Ruk...","PPI","2021","Year 1","22.16"
"541","Mit...","Salaried Employment","2021","Year 1","28.5"
"542","Mit...","Self-Income / Business","2021","Year 1","94.65"
"543","Mit...","Casual Labour Income","2021","Year 1","74.86"
"544","Mit...","Remit and Gifts Income","2021","Year 1","39.39"
"545","Mit...","Rent Income","2021","Year 1","4.1100000000000003"
"546","Mit...","Perennial Crop Income","2021","Year 1","126.15"
"547","Mit...","Seasonal Crop Income","2021","Year 1","43.01"
"548","Mit...","Season1 Value","2021","Year 1","79.099999999999994"
"549","Mit...","Season2 Value","2021","Year 1","84.38"
"550","Mit...","Perennial Value","2021","Year 1","270.07"
"551","Mit...","Annual Agric Value","2021","Year 1","433.55"
"552","Mit...","Livestock Income","2021","Year 1","16.239999999999998"
"553","Mit...","Livestock Income/ Production","2021","Year 1","14.63"
"554","Mit...","Livestock Value","2021","Year 1","148.99"
"555","Mit...","PPI","2021","Year 1","24.89"
"556","Rubanda...","Salaried Employment","2021","Year 1","26.51"
"557","Rubanda...","Self-Income / Business","2021","Year 1","41.11"
"558","Rubanda...","Casual Labour Income","2021","Year 1","59.73"
"559","Rubanda...","Remit and Gifts Income","2021","Year 1","27.22"
"560","Rubanda...","Rent Income","2021","Year 1","2.57"
"561","Rubanda...","Perennial Crop Income","2021","Year 1","14.56"
"562","Rubanda...","Seasonal Crop Income","2021","Year 1","132.44999999999999"
"563","Rubanda...","Season1 Value","2021","Year 1","147.57"
"564","Rubanda...","Season2 Value","2021","Year 1","104.77"
"565","Rubanda...","Perennial Value","2021","Year 1","31.68"
"566","Rubanda...","Annual Agric Value","2021","Year 1","284.02"
"567","Rubanda...","Livestock Income","2021","Year 1","18.97"
"568","Rubanda...","Livestock Income/ Production","2021","Year 1","21.3"
"569","Rubanda...","Livestock Value","2021","Year 1","209.96"
"570","Rubanda...","PPI","2021","Year 1","25.86"
"571","Kanungu...","Salaried Employment","2022","Year 1","40.159999999999997"
"572","Kanungu...","Self-Income / Business","2022","Year 1","57.52"
"573","Kanungu...","Casual Labour Income","2022","Year 1","61.94"
"574","Kanungu...","Remit and Gifts Income","2022","Year 1","41.23"
"575","Kanungu...","Rent Income","2022","Year 1","14.99"
"576","Kanungu...","Perennial Crop Income","2022","Year 1","190.79"
"577","Kanungu...","Seasonal Crop Income","2022","Year 1","66.87"
"578","Kanungu...","Season1 Value","2022","Year 1","131.16"
"579","Kanungu...","Season2 Value","2022","Year 1","121.24"
"580","Kanungu...","Perennial Value","2022","Year 1","252.4"
"581","Kanungu...","Annual Agric Value","2022","Year 1","307.10000000000002"
"582","Kanungu...","Livestock Income","2022","Year 1","25.02"
"583","Kanungu...","Livestock Income/ Production","2022","Year 1","27.74"
"584","Kanungu...","Livestock Value","2022","Year 1","126.83"
"585","Kanungu...","PPI","2022","Year 1","24.43"
"586","Rukungiri...","Salaried Employment","2022","Year 1","52.48"
"587","Rukungiri...","Self-Income / Business","2022","Year 1","24.77"
"588","Rukungiri...","Casual Labour Income","2022","Year 1","78.28"
"589","Rukungiri...","Remit and Gifts Income","2022","Year 1","32.4"
"590","Rukungiri...","Rent Income","2022","Year 1","3.91"
"591","Rukungiri...","Perennial Crop Income","2022","Year 1","126.95"
"592","Rukungiri...","Seasonal Crop Income","2022","Year 1","132.41"
"593","Rukungiri...","Season1 Value","2022","Year 1","196.78"
"594","Rukungiri...","Season2 Value","2022","Year 1","166.97"
"595","Rukungiri...","Perennial Value","2022","Year 1","217.61"
"596","Rukungiri...","Annual Agric Value","2022","Year 1","581.35"
"597","Rukungiri...","Livestock Income","2022","Year 1","22"
"598","Rukungiri...","Livestock Income/ Production","2022","Year 1","24.81"
"599","Rukungiri...","Livestock Value","2022","Year 1","238.24"
"600","Rukungiri...","PPI","2022","Year 1","23.3"
"601","Mitooma...","Salaried Employment","2022","Year 1","56.26"
"602","Mitooma...","Self-Income / Business","2022","Year 1","45.24"
"603","Mitooma...","Casual Labour Income","2022","Year 1","63.94"
"604","Mitooma...","Remit and Gifts Income","2022","Year 1","51.02"
"605","Mitooma...","Rent Income","2022","Year 1","6.95"
"606","Mitooma...","Perennial Crop Income","2022","Year 1","122.37"
"607","Mitooma...","Seasonal Crop Income","2022","Year 1","67.72"
"608","Mitooma...","Season1 Value","2022","Year 1","149.32"
"609","Mitooma...","Season2 Value","2022","Year 1","112.5"
"610","Mitooma...","Perennial Value","2022","Year 1","236.81"
"611","Mitooma...","Annual Agric Value","2022","Year 1","498.62"
"612","Mitooma...","Livestock Income","2022","Year 1","21.97"
"613","Mitooma...","Livestock Income/ Production","2022","Year 1","23.97"
"614","Mitooma...","Livestock Value","2022","Year 1","183.76"
"615","Mitooma...","PPI","2022","Year 1","24.19"
"616","Rubanda...","Salaried Employment","2022","Year 1","35.42"
"617","Rubanda...","Self-Income / Business","2022","Year 1","36.39"
"618","Rubanda...","Casual Labour Income","2022","Year 1","66.680000000000007"
"619","Rubanda...","Remit and Gifts Income","2022","Year 1","53.58"
"620","Rubanda...","Rent Income","2022","Year 1","11.35"
"621","Rubanda...","Perennial Crop Income","2022","Year 1","62.07"
"622","Rubanda...","Seasonal Crop Income","2022","Year 1","167.47"
"623","Rubanda...","Season1 Value","2022","Year 1","228.45"
"624","Rubanda...","Season2 Value","2022","Year 1","197.05"
"625","Rubanda...","Perennial Value","2022","Year 1","184.57"
"626","Rubanda...","Annual Agric Value","2022","Year 1","610.05999999999995"
"627","Rubanda...","Livestock Income","2022","Year 1","29.1"
"628","Rubanda...","Livestock Income/ Production","2022","Year 1","31.5"
"629","Rubanda...","Livestock Value","2022","Year 1","225.19"
"630","Rubanda...","PPI","2022","Year 1","24.08"
"631","Rubirizi...","Salaried Employment","2022","Year 1","38.869999999999997"
"632","Rubirizi...","Self-Income / Business","2022","Year 1","30.74"
"633","Rubirizi...","Casual Labour Income","2022","Year 1","59.55"
"634","Rubirizi...","Remit and Gifts Income","2022","Year 1","38.24"
"635","Rubirizi...","Rent Income","2022","Year 1","8.64"
"636","Rubirizi...","Perennial Crop Income","2022","Year 1","128.88"
"637","Rubirizi...","Seasonal Crop Income","2022","Year 1","126.79"
"638","Rubirizi...","Season1 Value","2022","Year 1","164.77"
"639","Rubirizi...","Season2 Value","2022","Year 1","161.04"
"640","Rubirizi...","Perennial Value","2022","Year 1","253.81"
"641","Rubirizi...","Annual Agric Value","2022","Year 1","579.62"
"642","Rubirizi...","Livestock Income","2022","Year 1","11.41"
"643","Rubirizi...","Livestock Income/ Production","2022","Year 1","12.54"
"644","Rubirizi...","Livestock Value","2022","Year 1","101.3"
"645","Rubirizi...","PPI","2022","Year 1","23.36"
"646","Kyenjojo...","Salaried Employment","2022","Year 1","22.33"
"647","Kyenjojo...","Self-Income / Business","2022","Year 1","25.54"
"648","Kyenjojo...","Casual Labour Income","2022","Year 1","55.2"
"649","Kyenjojo...","Remit and Gifts Income","2022","Year 1","13.91"
"650","Kyenjojo...","Rent Income","2022","Year 1","10.16"
"651","Kyenjojo...","Perennial Crop Income","2022","Year 1","60.2"
"652","Kyenjojo...","Seasonal Crop Income","2022","Year 1","192.33"
"653","Kyenjojo...","Season1 Value","2022","Year 1","217.24"
"654","Kyenjojo...","Season2 Value","2022","Year 1","161.38"
"655","Kyenjojo...","Perennial Value","2022","Year 1","109.83"
"656","Kyenjojo...","Annual Agric Value","2022","Year 1","488.45"
"657","Kyenjojo...","Livestock Income","2022","Year 1","35.119999999999997"
"658","Kyenjojo...","Livestock Income/ Production","2022","Year 1","38.9"
"659","Kyenjojo...","Livestock Value","2022","Year 1","204.27"
"660","Kyenjojo...","PPI","2022","Year 1","24.43"
"661","Kagadi GAC...","Salaried Employment","2022","Year 1","12.13"
"662","Kagadi GAC...","Self-Income / Business","2022","Year 1","30.03"
"663","Kagadi GAC...","Casual Labour Income","2022","Year 1","34.130000000000003"
"664","Kagadi GAC...","Remit and Gifts Income","2022","Year 1","12.76"
"665","Kagadi GAC...","Rent Income","2022","Year 1","11.2"
"666","Kagadi GAC...","Perennial Crop Income","2022","Year 1","61.07"
"667","Kagadi GAC...","Seasonal Crop Income","2022","Year 1","268.08999999999997"
"668","Kagadi GAC...","Season1 Value","2022","Year 1","232.32"
"669","Kagadi GAC...","Season2 Value","2022","Year 1","195.44"
"670","Kagadi GAC...","Perennial Value","2022","Year 1","142.03"
"671","Kagadi GAC...","Annual Agric Value","2022","Year 1","569.78"
"672","Kagadi GAC...","Livestock Income","2022","Year 1","28.52"
"673","Kagadi GAC...","Livestock Income/ Production","2022","Year 1","32.67"
"674","Kagadi GAC...","Livestock Value","2022","Year 1","203.2"
"675","Kagadi GAC...","PPI","2022","Year 1","24.82"
"676","Kagadi NonGAC...","Salaried Employment","2022","Year 1","19.22"
"677","Kagadi NonGAC...","Self-Income / Business","2022","Year 1","19.89"
"678","Kagadi NonGAC...","Casual Labour Income","2022","Year 1","52.58"
"679","Kagadi NonGAC...","Remit and Gifts Income","2022","Year 1","15.54"
"680","Kagadi NonGAC...","Rent Income","2022","Year 1","11.79"
"681","Kagadi NonGAC...","Perennial Crop Income","2022","Year 1","68.349999999999994"
"682","Kagadi NonGAC...","Seasonal Crop Income","2022","Year 1","204.23"
"683","Kagadi NonGAC...","Season1 Value","2022","Year 1","197.56"
"684","Kagadi NonGAC...","Season2 Value","2022","Year 1","161.80000000000001"
"685","Kagadi NonGAC...","Perennial Value","2022","Year 1","115.32"
"686","Kagadi NonGAC...","Annual Agric Value","2022","Year 1","474.68"
"687","Kagadi NonGAC...","Livestock Income","2022","Year 1","24.22"
"688","Kagadi NonGAC...","Livestock Income/ Production","2022","Year 1","27.62"
"689","Kagadi NonGAC...","Livestock Value","2022","Year 1","125.3"
"690","Kagadi NonGAC...","PPI","2022","Year 1","25.7"
"691","Kaliro...","Salaried Employment","2022","Year 1","23.99"
"692","Kaliro...","Self-Income / Business","2022","Year 1","50.34"
"693","Kaliro...","Casual Labour Income","2022","Year 1","73.69"
"694","Kaliro...","Remit and Gifts Income","2022","Year 1","20.07"
"695","Kaliro...","Rent Income","2022","Year 1","9.77"
"696","Kaliro...","Perennial Crop Income","2022","Year 1","8.59"
"697","Kaliro...","Seasonal Crop Income","2022","Year 1","95.93"
"698","Kaliro...","Season1 Value","2022","Year 1","162.97999999999999"
"699","Kaliro...","Season2 Value","2022","Year 1","120.79"
"700","Kaliro...","Perennial Value","2022","Year 1","21.67"
"701","Kaliro...","Annual Agric Value","2022","Year 1","283.77"
"702","Kaliro...","Livestock Income","2022","Year 1","36.33"
"703","Kaliro...","Livestock Income/ Production","2022","Year 1","43.4"
"704","Kaliro...","Livestock Value","2022","Year 1","329.08"
"705","Kaliro...","PPI","2022","Year 1","25.59"
"706","Kisoro...","Salaried Employment","2022","Year 1",NA
"707","Kisoro...","Self-Income / Business","2022","Year 1",NA
"708","Kisoro...","Casual Labour Income","2022","Year 1",NA
"709","Kisoro...","Remit and Gifts Income","2022","Year 1",NA
"710","Kisoro...","Rent Income","2022","Year 1",NA
"711","Kisoro...","Perennial Crop Income","2022","Year 1",NA
"712","Kisoro...","Seasonal Crop Income","2022","Year 1",NA
"713","Kisoro...","Season1 Value","2022","Year 1",NA
"714","Kisoro...","Season2 Value","2022","Year 1",NA
"715","Kisoro...","Perennial Value","2022","Year 1",NA
"716","Kisoro...","Annual Agric Value","2022","Year 1",NA
"717","Kisoro...","Livestock Income","2022","Year 1",NA
"718","Kisoro...","Livestock Income/ Production","2022","Year 1",NA
"719","Kisoro...","Livestock Value","2022","Year 1",NA
"720","Kisoro...","PPI","2022","Year 1",NA
"721","Kisoro...","Salaried Employment","2018","Year 2","61.7"
"722","Kisoro...","Self-Income / Business","2018","Year 2","72.3"
"723","Kisoro...","Casual Labour Income","2018","Year 2","199.83"
"724","Kisoro...","Remit and Gifts Income","2018","Year 2","21.56"
"725","Kisoro...","Rent Income","2018","Year 2","5.64"
"726","Kisoro...","Perennial Crop Income","2018","Year 2","68.56"
"727","Kisoro...","Seasonal Crop Income","2018","Year 2","117.2"
"728","Kisoro...","Season1 Value","2018","Year 2","161.06"
"729","Kisoro...","Season2 Value","2018","Year 2","148.99"
"730","Kisoro...","Perennial Value","2018","Year 2","141.94"
"731","Kisoro...","Annual Agric Value","2018","Year 2","451.99"
"732","Kisoro...","Livestock Income","2018","Year 2","48.01"
"733","Kisoro...","Livestock Income/ Production","2018","Year 2","49.46"
"734","Kisoro...","Livestock Value","2018","Year 2","194.1"
"735","Kisoro...","PPI","2018","Year 2","18.059999999999999"
"736","Kanungu...","Salaried Employment","2018","Year 2","30.71"
"737","Kanungu...","Self-Income / Business","2018","Year 2","49.33"
"738","Kanungu...","Casual Labour Income","2018","Year 2","123.43"
"739","Kanungu...","Remit and Gifts Income","2018","Year 2","15.53"
"740","Kanungu...","Rent Income","2018","Year 2","5.94"
"741","Kanungu...","Perennial Crop Income","2018","Year 2","76.31"
"742","Kanungu...","Seasonal Crop Income","2018","Year 2","83.67"
"743","Kanungu...","Season1 Value","2018","Year 2","126.94"
"744","Kanungu...","Season2 Value","2018","Year 2","116.91"
"745","Kanungu...","Perennial Value","2018","Year 2","148.75"
"746","Kanungu...","Annual Agric Value","2018","Year 2","392.6"
"747","Kanungu...","Livestock Income","2018","Year 2","31.58"
"748","Kanungu...","Livestock Income/ Production","2018","Year 2","37.65"
"749","Kanungu...","Livestock Value","2018","Year 2","193.41"
"750","Kanungu...","PPI","2018","Year 2","24.17"
"751","Kisoro...","Salaried Employment","2019","Year 2","20.46"
"752","Kisoro...","Self-Income / Business","2019","Year 2","41.56"
"753","Kisoro...","Casual Labour Income","2019","Year 2","162.27000000000001"
"754","Kisoro...","Remit and Gifts Income","2019","Year 2","13.11"
"755","Kisoro...","Rent Income","2019","Year 2","3.72"
"756","Kisoro...","Perennial Crop Income","2019","Year 2","80.489999999999995"
"757","Kisoro...","Seasonal Crop Income","2019","Year 2","337.06"
"758","Kisoro...","Season1 Value","2019","Year 2","319.01"
"759","Kisoro...","Season2 Value","2019","Year 2","270.39999999999998"
"760","Kisoro...","Perennial Value","2019","Year 2","151.15"
"761","Kisoro...","Annual Agric Value","2019","Year 2","740.56"
"762","Kisoro...","Livestock Income","2019","Year 2","45.95"
"763","Kisoro...","Livestock Income/ Production","2019","Year 2","49.37"
"764","Kisoro...","Livestock Value","2019","Year 2","274.24"
"765","Kisoro...","PPI","2019","Year 2","22.6"
"766","Kanu...","Salaried Employment","2019","Year 2","18.23"
"767","Kanu...","Self-Income / Business","2019","Year 2","43.34"
"768","Kanu...","Casual Labour Income","2019","Year 2","114.31"
"769","Kanu...","Remit and Gifts Income","2019","Year 2","9.86"
"770","Kanu...","Rent Income","2019","Year 2","9.24"
"771","Kanu...","Perennial Crop Income","2019","Year 2","108.73"
"772","Kanu...","Seasonal Crop Income","2019","Year 2","224.97"
"773","Kanu...","Season1 Value","2019","Year 2","247.18"
"774","Kanu...","Season2 Value","2019","Year 2","189.87"
"775","Kanu...","Perennial Value","2019","Year 2","170.75"
"776","Kanu...","Annual Agric Value","2019","Year 2","607.79999999999995"
"777","Kanu...","Livestock Income","2019","Year 2","29.55"
"778","Kanu...","Livestock Income/ Production","2019","Year 2","33.57"
"779","Kanu...","Livestock Value","2019","Year 2","265.07"
"780","Kanu...","PPI","2019","Year 2","20.9"
"781","Ruk...","Salaried Employment","2019","Year 2","32.64"
"782","Ruk...","Self-Income / Business","2019","Year 2","61.15"
"783","Ruk...","Casual Labour Income","2019","Year 2","142.53"
"784","Ruk...","Remit and Gifts Income","2019","Year 2","13.9"
"785","Ruk...","Rent Income","2019","Year 2","8.0500000000000007"
"786","Ruk...","Perennial Crop Income","2019","Year 2","165.7"
"787","Ruk...","Seasonal Crop Income","2019","Year 2","191.15"
"788","Ruk...","Season1 Value","2019","Year 2","219.09"
"789","Ruk...","Season2 Value","2019","Year 2","205.36"
"790","Ruk...","Perennial Value","2019","Year 2","300.5"
"791","Ruk...","Annual Agric Value","2019","Year 2","724.95"
"792","Ruk...","Livestock Income","2019","Year 2","24.17"
"793","Ruk...","Livestock Income/ Production","2019","Year 2","26.41"
"794","Ruk...","Livestock Value","2019","Year 2","451.18"
"795","Ruk...","PPI","2019","Year 2","21.83"
"796","Kisoro...","Salaried Employment","2020","Year 2","27.58"
"797","Kisoro...","Self-Income / Business","2020","Year 2","79.650000000000006"
"798","Kisoro...","Casual Labour Income","2020","Year 2","104.93"
"799","Kisoro...","Remit and Gifts Income","2020","Year 2","30.94"
"800","Kisoro...","Rent Income","2020","Year 2","5.8"
"801","Kisoro...","Perennial Crop Income","2020","Year 2","94.63"
"802","Kisoro...","Seasonal Crop Income","2020","Year 2","238.09"
"803","Kisoro...","Season1 Value","2020","Year 2","234.75"
"804","Kisoro...","Season2 Value","2020","Year 2","187.15"
"805","Kisoro...","Perennial Value","2020","Year 2","181.91"
"806","Kisoro...","Annual Agric Value","2020","Year 2","603.80999999999995"
"807","Kisoro...","Livestock Income","2020","Year 2","38.11"
"808","Kisoro...","Livestock Income/ Production","2020","Year 2","42.09"
"809","Kisoro...","Livestock Value","2020","Year 2","233.29"
"810","Kisoro...","PPI","2020","Year 2","21.26"
"811","Kanu...","Salaried Employment","2020","Year 2","60.09"
"812","Kanu...","Self-Income / Business","2020","Year 2","96.22"
"813","Kanu...","Casual Labour Income","2020","Year 2","90.41"
"814","Kanu...","Remit and Gifts Income","2020","Year 2","28.7"
"815","Kanu...","Rent Income","2020","Year 2","11.8"
"816","Kanu...","Perennial Crop Income","2020","Year 2","145.84"
"817","Kanu...","Seasonal Crop Income","2020","Year 2","190.68"
"818","Kanu...","Season1 Value","2020","Year 2","199.72"
"819","Kanu...","Season2 Value","2020","Year 2","184.69"
"820","Kanu...","Perennial Value","2020","Year 2","263.10000000000002"
"821","Kanu...","Annual Agric Value","2020","Year 2","647.51"
"822","Kanu...","Livestock Income","2020","Year 2","32.83"
"823","Kanu...","Livestock Income/ Production","2020","Year 2","36.909999999999997"
"824","Kanu...","Livestock Value","2020","Year 2","230.59"
"825","Kanu...","PPI","2020","Year 2","21.68"
"826","Ruk...","Salaried Employment","2020","Year 2","37.39"
"827","Ruk...","Self-Income / Business","2020","Year 2","73.87"
"828","Ruk...","Casual Labour Income","2020","Year 2","116.87"
"829","Ruk...","Remit and Gifts Income","2020","Year 2","30.15"
"830","Ruk...","Rent Income","2020","Year 2","5.87"
"831","Ruk...","Perennial Crop Income","2020","Year 2","108.49"
"832","Ruk...","Seasonal Crop Income","2020","Year 2","159.07"
"833","Ruk...","Season1 Value","2020","Year 2","180.11"
"834","Ruk...","Season2 Value","2020","Year 2","171.14"
"835","Ruk...","Perennial Value","2020","Year 2","223.63"
"836","Ruk...","Annual Agric Value","2020","Year 2","574.88"
"837","Ruk...","Livestock Income","2020","Year 2","21.45"
"838","Ruk...","Livestock Income/ Production","2020","Year 2","25.39"
"839","Ruk...","Livestock Value","2020","Year 2","221.56"
"840","Ruk...","PPI","2020","Year 2","21.81"
"841","Mitooma...","Salaried Employment","2020","Year 2","40.369999999999997"
"842","Mitooma...","Self-Income / Business","2020","Year 2","98.97"
"843","Mitooma...","Casual Labour Income","2020","Year 2","90.12"
"844","Mitooma...","Remit and Gifts Income","2020","Year 2","42.01"
"845","Mitooma...","Rent Income","2020","Year 2","4.68"
"846","Mitooma...","Perennial Crop Income","2020","Year 2","197.67"
"847","Mitooma...","Seasonal Crop Income","2020","Year 2","58.61"
"848","Mitooma...","Season1 Value","2020","Year 2","99.13"
"849","Mitooma...","Season2 Value","2020","Year 2","87.88"
"850","Mitooma...","Perennial Value","2020","Year 2","400.99"
"851","Mitooma...","Annual Agric Value","2020","Year 2","588"
"852","Mitooma...","Livestock Income","2020","Year 2","25.9"
"853","Mitooma...","Livestock Income/ Production","2020","Year 2","27.95"
"854","Mitooma...","Livestock Value","2020","Year 2","215.58"
"855","Mitooma...","PPI","2020","Year 2","21.43"
"856","Kagadi...","Salaried Employment","2020","Year 2","17.920000000000002"
"857","Kagadi...","Self-Income / Business","2020","Year 2","104.55"
"858","Kagadi...","Casual Labour Income","2020","Year 2","122.75"
"859","Kagadi...","Remit and Gifts Income","2020","Year 2","14.93"
"860","Kagadi...","Rent Income","2020","Year 2","3.37"
"861","Kagadi...","Perennial Crop Income","2020","Year 2","69.64"
"862","Kagadi...","Seasonal Crop Income","2020","Year 2","250.7"
"863","Kagadi...","Season1 Value","2020","Year 2","244.46"
"864","Kagadi...","Season2 Value","2020","Year 2","182.92"
"865","Kagadi...","Perennial Value","2020","Year 2","120.27"
"866","Kagadi...","Annual Agric Value","2020","Year 2","547.65"
"867","Kagadi...","Livestock Income","2020","Year 2","37.69"
"868","Kagadi...","Livestock Income/ Production","2020","Year 2","41.31"
"869","Kagadi...","Livestock Value","2020","Year 2","132.08000000000001"
"870","Kagadi...","PPI","2020","Year 2","22.12"
"871","Kanu...","Salaried Employment","2021","Year 2","56.86"
"872","Kanu...","Self-Income / Business","2021","Year 2","82.43"
"873","Kanu...","Casual Labour Income","2021","Year 2","69.67"
"874","Kanu...","Remit and Gifts Income","2021","Year 2","37.39"
"875","Kanu...","Rent Income","2021","Year 2","8.58"
"876","Kanu...","Perennial Crop Income","2021","Year 2","202.31"
"877","Kanu...","Seasonal Crop Income","2021","Year 2","149.66"
"878","Kanu...","Season1 Value","2021","Year 2","222.68"
"879","Kanu...","Season2 Value","2021","Year 2","174.45"
"880","Kanu...","Perennial Value","2021","Year 2","406.03"
"881","Kanu...","Annual Agric Value","2021","Year 2","803.16"
"882","Kanu...","Livestock Income","2021","Year 2","29.3"
"883","Kanu...","Livestock Income/ Production","2021","Year 2","34.020000000000003"
"884","Kanu...","Livestock Value","2021","Year 2","264.13"
"885","Kanu...","PPI","2021","Year 2","20.6"
"886","Ruk...","Salaried Employment","2021","Year 2","42.85"
"887","Ruk...","Self-Income / Business","2021","Year 2","83.79"
"888","Ruk...","Casual Labour Income","2021","Year 2","84.12"
"889","Ruk...","Remit and Gifts Income","2021","Year 2","41.87"
"890","Ruk...","Rent Income","2021","Year 2","7.77"
"891","Ruk...","Perennial Crop Income","2021","Year 2","188.4"
"892","Ruk...","Seasonal Crop Income","2021","Year 2","126.95"
"893","Ruk...","Season1 Value","2021","Year 2","181.34"
"894","Ruk...","Season2 Value","2021","Year 2","149.49"
"895","Ruk...","Perennial Value","2021","Year 2","384.19"
"896","Ruk...","Annual Agric Value","2021","Year 2","715.02"
"897","Ruk...","Livestock Income","2021","Year 2","21.77"
"898","Ruk...","Livestock Income/ Production","2021","Year 2","23.59"
"899","Ruk...","Livestock Value","2021","Year 2","223.85"
"900","Ruk...","PPI","2021","Year 2","19.25"
"901","Mit...","Salaried Employment","2021","Year 2","44.44"
"902","Mit...","Self-Income / Business","2021","Year 2","113.17"
"903","Mit...","Casual Labour Income","2021","Year 2","81.72"
"904","Mit...","Remit and Gifts Income","2021","Year 2","35.130000000000003"
"905","Mit...","Rent Income","2021","Year 2","5.46"
"906","Mit...","Perennial Crop Income","2021","Year 2","172.76"
"907","Mit...","Seasonal Crop Income","2021","Year 2","82.98"
"908","Mit...","Season1 Value","2021","Year 2","169.32"
"909","Mit...","Season2 Value","2021","Year 2","114.5"
"910","Mit...","Perennial Value","2021","Year 2","364.67"
